Region,Country,TotalCases,TotalTests,ActiveCases
Asia,Asia,217,385,457,,201,081,058
Asia,India,44,988,426,31,983,44,450,404
Asia,Japan,33,803,572,269,169,N/A
Asia,S. Korea,31,611,509,615,850,31,243,027
Asia,Turkey,17,232,066,201,399,N/A
Asia,Vietnam,11,607,654,117,304,10,636,873
Asia,Taiwan,10,239,998,428,656,10,220,993
Asia,Iran,7,611,490,88,482,7,365,341
Asia,Indonesia,6,804,909,24,379,6,629,436
Asia,Malaysia,5,094,448,153,535,5,038,256
Asia,Israel,4,825,362,517,410,4,798,473
Asia,DPRK,4,772,813,183,636,4,772,739
Asia,Thailand,4,738,988,67,624,4,692,636
Asia,Philippines,4,133,644,36,741,4,050,696
Asia,Hong Kong,2,902,483,381,690,2,873,539
Asia,Iraq,2,465,545,58,474,2,439,497
Asia,Singapore,2,391,248,402,327,2,149,583
Asia,Bangladesh,2,038,708,12,143,1,998,448
Asia,Georgia,1,842,046,464,139,1,776,548
Asia,Jordan,1,746,997,169,597,1,731,007
Asia,Pakistan,1,580,967,6,889,1,538,689
Asia,Kazakhstan,1,411,831,73,514,1,383,020
Asia,Lebanon,1,237,556,185,128,1,087,587
Asia,UAE,1,067,030,105,837,1,054,525
Asia,Mongolia,1,008,655,298,588,1,005,859
Asia,Nepal,1,003,319,33,194,991,247
Asia,Saudi Arabia,841,469,23,475,827,923
Asia,Azerbaijan,831,789,80,755,821,431
Asia,Bahrain,721,562,404,467,719,754
Asia,Sri Lanka,672,408,31,165,655,479
Asia,Kuwait,665,909,152,023,660,237
Asia,Cyprus,660,854,540,184,659,490
Asia,Myanmar,638,422,11,560,617,367
Asia,Palestine,621,008,116,173,615,445
Asia,Qatar,512,936,172,131,511,587
Asia,Armenia,449,169,151,135,435,162
Asia,Oman,399,449,75,028,384,669
Asia,Brunei,303,719,681,854,243,601
Asia,Uzbekistan,253,662,7,378,241,486
Asia,Afghanistan,220,994,5,423,196,732
Asia,Laos,218,221,29,170,N/A
Asia,Kyrgyzstan,206,890,30,749,196,406
Asia,Maldives,186,625,344,973,163,687
Asia,Cambodia,138,745,8,081,135,680
Asia,Bhutan,62,670,79,536,61,564
Asia,Syria,57,595,2,974,54,370
Asia,Timor-Leste,23,444,17,120,23,102
Asia,Tajikistan,17,786,1,786,17,264
Asia,Yemen,11,945,383,9,124
Asia,Macao,3,620,5,423,3,487
Asia,China,503,302,347,379,053
Asia,Total:,217,385,457,,201,081,058
